client_id,age,situation_familiale,nb_enfants,revenu_mensuel,patrimoine,anciennete_client,type_contrat,taux_endettement,montant_credit,duree_credit,historique_impayes,score_interne,defaut
3023,20,Célibataire,1,2553.48,124925.34,21,Retraité,33.32,27884.67,48,0,433,0
3024,33,Célibataire,0,4285.66,75315.5,18,CDD,29.26,27541.85,48,0,371,0
3025,24,Célibataire,0,4051.31,49569.43,24,CDI,37.47,11144.94,24,0,786,0
3026,69,Marié,1,1675.73,84552.12,24,CDI,29.29,13754.09,180,2,555,0
3027,31,Marié,1,3443.31,0.0,21,CDI,16.39,19526.4,48,0,414,0
3028,26,Veuf,2,4761.92,13459.46,2,Retraité,42.81,1000.0,180,0,562,0
3029,32,Marié,0,4258.25,0.0,19,Retraité,18.33,37273.55,12,0,325,0
3030,38,Marié,2,3507.97,139654.14,4,CDI,54.2,2000.43,120,0,317,1
3031,52,Célibataire,0,2366.02,50527.04,8,Indépendant,39.54,50713.54,36,0,397,0
3032,19,Célibataire,1,1195.44,57326.33,18,CDI,69.25,23813.54,60,0,323,0
3033,44,Marié,1,1538.61,95299.59,8,CDI,17.8,26792.62,60,0,790,0
3034,19,Célibataire,1,3028.32,0.0,20,CDD,28.37,1000.0,180,1,816,0
3035,52,Célibataire,3,2794.43,17450.68,21,Retraité,26.15,23153.48,180,0,844,0
3036,35,Veuf,1,2568.66,64143.07,17,CDD,27.77,34441.68,240,0,545,0
3037,31,Marié,0,3410.08,117464.87,15,Retraité,27.42,24268.01,12,0,675,0
3038,37,Célibataire,0,3669.92,85489.56,1,CDI,36.11,21789.99,180,2,732,0
3039,35,Célibataire,0,3668.51,64249.02,29,CDI,40.64,16008.0,48,0,332,0
3040,27,Célibataire,0,3236.34,60329.16,27,Retraité,42.04,25609.19,180,0,516,0
3041,42,Veuf,2,3017.32,95038.32,11,CDI,46.58,14147.25,180,0,450,0
3042,19,Célibataire,0,1973.44,11414.52,17,CDI,0.49,24551.43,48,0,878,0
3043,42,Célibataire,1,2585.39,61967.09,22,CDI,52.18,42914.86,48,0,741,0
3044,71,Marié,0,2859.58,68780.46,28,CDI,23.93,38030.83,36,0,318,0
3045,50,Célibataire,2,2446.62,39446.69,26,CDI,45.38,22688.46,36,0,841,0
3046,53,Célibataire,2,909.4,44727.15,10,CDI,31.45,2786.05,300,1,515,0
3047,48,Célibataire,0,2820.59,0.0,21,CDI,54.57,16753.31,60,1,597,0
3048,31,Célibataire,2,2442.3,27983.79,22,CDD,54.58,26715.65,12,2,572,0
3049,18,Célibataire,0,2361.89,0.0,28,CDI,46.0,27901.33,60,1,721,0
3050,63,Célibataire,2,3073.66,76904.79,2,Retraité,54.8,36929.59,12,0,729,0
3051,33,Marié,2,3053.08,54963.76,19,CDI,15.46,2014.75,300,2,727,0
3052,71,Célibataire,2,3693.72,44633.36,26,Indépendant,62.43,35658.14,120,1,876,0
3053,63,Marié,1,3091.3,60349.27,21,CDI,26.45,30359.56,120,1,375,0
3054,69,Marié,2,2116.04,62052.03,2,CDI,18.9,39479.71,36,1,630,0
3055,20,Marié,0,3823.4,36221.11,14,Retraité,8.7,1129.87,48,1,543,0
3056,52,Célibataire,1,4003.82,0.0,11,CDI,25.26,68049.4,180,1,392,0
3057,58,Célibataire,0,2479.0,69921.76,29,CDI,0.0,5266.29,240,1,367,0
3058,23,Marié,0,3749.16,10382.58,0,CDD,25.61,10448.67,180,1,810,0
3059,42,Marié,1,2663.41,64011.42,21,CDI,29.31,9529.97,120,1,686,0
3060,30,Marié,2,3649.62,102408.81,25,CDD,38.48,29305.82,120,0,728,0
3061,70,Célibataire,0,3823.57,120900.32,10,CDI,22.2,23965.05,60,1,477,1
3062,51,Divorcé,2,1867.08,65207.07,25,CDI,13.97,16244.55,36,1,573,0
3063,25,Célibataire,1,3899.87,37624.67,1,CDD,31.56,42659.06,36,0,385,0
3064,38,Célibataire,3,2545.27,31048.21,28,CDI,41.82,31931.11,180,1,667,0
3065,51,Marié,1,2889.86,63556.34,22,CDI,33.5,12575.52,180,0,874,0
3066,21,Célibataire,1,3611.96,0.0,28,CDI,0.0,4172.07,12,0,752,0
3067,42,Marié,1,2242.58,17818.61,20,CDI,41.06,36673.43,120,1,791,0
3068,32,Marié,0,3492.09,19513.22,13,CDI,51.61,5833.76,36,0,896,0
3069,21,Marié,2,2666.93,66425.03,0,CDI,44.53,29629.34,180,1,752,0
3070,62,Divorcé,0,2045.72,47773.12,24,Indépendant,48.76,1000.0,36,1,773,0
3071,29,Marié,1,3143.42,56164.64,17,CDI,46.12,19437.32,120,1,513,0
3072,49,Marié,1,3752.57,45061.39,17,CDD,29.98,43083.18,120,0,577,0
3073,49,Célibataire,2,2605.54,41213.06,14,CDI,27.26,27375.86,60,0,548,0
3074,45,Marié,2,1486.37,62213.0,25,CDI,39.07,44984.61,120,0,536,0
3075,30,Célibataire,2,2177.8,77904.91,25,CDD,34.07,12441.08,240,0,759,0
3076,48,Célibataire,0,1793.28,92714.77,3,Indépendant,40.35,23928.33,180,1,405,0
3077,31,Célibataire,0,4775.13,48924.07,1,CDI,20.9,17385.62,60,2,617,0
3078,37,Marié,1,1625.95,92087.31,14,Retraité,28.54,20746.2,60,0,888,0
3079,35,Marié,3,800.0,113611.53,12,Indépendant,37.2,6188.03,60,0,688,0
3080,46,Divorcé,2,2115.12,25663.98,9,Indépendant,34.44,20585.28,60,0,447,0
3081,23,Célibataire,2,2686.36,81666.46,14,CDI,3.23,16135.62,24,0,378,0
3082,49,Veuf,1,2532.92,27228.17,5,CDI,52.68,12633.36,12,0,519,0
3083,46,Marié,2,2679.86,99128.03,28,Indépendant,56.94,11712.2,60,0,304,0
3084,60,Marié,0,1220.26,57527.5,20,Indépendant,23.72,14104.01,180,1,419,0
3085,19,Marié,1,2561.64,34285.15,9,CDI,21.38,34385.24,240,0,862,0
3086,40,Célibataire,0,1509.47,13676.5,25,Indépendant,21.2,22956.2,180,0,761,0
3087,36,Marié,1,3405.27,27095.71,2,CDD,26.98,16487.69,36,1,742,1
3088,48,Marié,2,1356.76,43776.58,12,Retraité,29.02,26994.89,60,1,598,0
3089,68,Veuf,2,2413.71,94965.87,17,CDI,21.04,26134.8,120,0,520,0
3090,22,Marié,3,1705.45,38115.48,5,CDD,59.25,17364.26,36,0,371,0
3091,36,Marié,3,3452.46,31975.67,13,CDI,34.37,2381.15,60,0,320,0
3092,51,Marié,1,2029.79,120979.08,17,CDD,41.71,1000.0,48,1,846,0
3093,27,Célibataire,0,1449.76,33919.79,10,CDI,45.27,46197.07,48,0,469,0
3094,42,Célibataire,4,3554.5,3728.24,19,CDI,48.18,17778.01,60,0,543,0
3095,19,Marié,1,800.0,0.0,14,Retraité,40.5,6993.57,60,0,646,1
3096,28,Marié,2,3192.17,20527.32,20,CDI,28.01,8009.43,240,0,447,0
3097,67,Célibataire,2,2836.87,49884.73,12,CDD,29.45,33686.61,120,0,594,0
3098,48,Divorcé,0,5022.5,51089.01,15,Retraité,42.96,50775.74,120,0,512,0
3099,73,Marié,0,3150.67,25253.78,26,CDI,46.62,35022.68,60,0,473,0
3100,32,Veuf,3,3000.6,0.0,23,CDD,7.53,7469.34,60,2,504,0
3101,26,Marié,2,1648.42,14562.17,11,CDD,50.49,45266.45,60,1,603,0
3102,40,Marié,2,2280.58,0.0,0,CDI,64.96,47430.91,12,1,525,0
3103,36,Divorcé,1,2762.14,0.0,22,CDI,23.13,1000.0,300,1,518,0
3104,26,Marié,1,3922.08,0.0,13,Indépendant,30.24,44993.85,180,1,302,1
3105,52,Divorcé,2,1730.91,61852.47,21,CDD,46.36,6398.37,120,0,750,1
3106,38,Célibataire,2,800.0,37778.48,2,CDI,12.06,24293.86,48,1,736,0
3107,26,Célibataire,2,2572.3,73513.57,9,Indépendant,37.49,47142.47,12,0,316,0
3108,45,Marié,1,906.62,23179.01,25,CDI,35.93,6597.32,48,2,534,0
3109,63,Marié,1,3309.49,25729.02,9,CDI,4.96,31823.4,180,0,773,0
3110,68,Marié,1,4016.41,15632.47,0,CDI,9.24,34052.54,300,0,666,0
3111,24,Marié,0,3530.84,14354.78,17,CDI,61.25,25949.9,180,0,317,0
3112,33,Célibataire,2,1996.48,19666.82,16,CDI,36.75,2643.65,60,0,665,0
3113,33,Divorcé,0,4120.41,119244.19,18,CDD,34.28,22842.88,180,0,844,0
3114,50,Marié,1,1732.11,45573.03,0,CDI,54.35,7867.76,300,0,458,0
3115,21,Marié,1,1517.36,18292.79,25,Indépendant,54.25,30802.93,60,0,787,0
3116,21,Marié,1,3929.58,88420.01,4,CDD,11.76,40221.37,60,1,737,0
3117,56,Marié,2,2144.48,48975.04,25,CDI,22.93,42397.45,60,0,809,0
3118,57,Veuf,1,2659.07,93236.8,5,CDI,27.0,38269.73,60,0,727,1
3119,34,Marié,1,3514.63,69895.32,0,CDD,37.6,1000.0,120,0,726,0
3120,54,Célibataire,1,1400.52,55488.63,29,Indépendant,18.45,1000.0,240,2,870,0
3121,56,Marié,0,1965.64,61978.16,16,CDI,63.0,1000.0,240,0,837,0
3122,69,Marié,1,1912.32,65143.08,11,Retraité,0.0,15903.42,36,0,644,0
3123,46,Divorcé,1,2266.93,0.0,3,CDI,6.05,33504.92,12,1,584,0
3124,69,Célibataire,1,1789.55,54734.19,3,CDI,23.64,18458.89,60,0,817,0
3125,53,Veuf,0,2871.9,61246.25,23,CDI,33.38,11503.79,36,1,323,0
3126,55,Marié,2,2859.26,66365.64,9,CDI,65.42,1000.0,24,1,482,0
3127,56,Veuf,1,2501.22,30469.18,22,CDI,35.2,38540.68,36,1,402,0
3128,67,Célibataire,1,2728.85,98262.02,22,CDI,35.05,30130.75,120,1,665,0
3129,54,Divorcé,1,1845.32,59036.8,24,CDI,43.43,26473.64,60,0,328,0
3130,69,Divorcé,2,2521.14,33474.14,7,Retraité,31.23,10535.41,120,1,554,0
3131,52,Veuf,1,814.88,66137.99,11,Indépendant,27.45,25981.99,12,0,752,0
3132,24,Célibataire,0,3490.0,91640.56,28,Indépendant,22.5,11292.26,240,0,409,0
3133,44,Célibataire,1,1939.11,20902.08,26,CDI,30.31,19119.38,300,0,399,0
3134,45,Marié,1,1981.98,15656.19,26,Retraité,50.87,32464.52,240,0,632,0
3135,39,Célibataire,1,1565.36,82685.85,27,CDI,26.01,2113.41,48,0,850,0
3136,31,Célibataire,0,2640.04,88555.57,11,CDI,28.17,21941.83,240,0,404,0
3137,24,Célibataire,0,1966.2,45660.27,27,CDI,23.42,39920.78,60,0,538,1
3138,54,Marié,0,3129.59,42521.54,2,CDD,28.52,49343.36,120,0,379,0
3139,39,Marié,0,1450.14,85563.75,15,CDI,37.21,2131.17,36,0,313,0
3140,22,Célibataire,1,2638.17,18114.9,3,CDI,14.19,22596.88,60,0,854,0
3141,72,Célibataire,2,2925.63,0.0,23,CDI,41.34,11021.94,240,1,399,0
3142,19,Marié,0,3296.87,54484.62,29,Indépendant,32.73,41267.21,60,1,659,0
3143,44,Marié,1,3166.73,54516.32,4,Retraité,40.29,3209.59,240,1,779,0
3144,38,Célibataire,3,1593.02,87300.73,28,Indépendant,40.53,30326.81,60,1,449,0
3145,71,Célibataire,0,2567.97,82102.27,14,CDI,18.22,1000.0,120,0,538,0
3146,55,Divorcé,2,2395.86,116590.13,20,CDI,24.51,28495.28,60,1,547,0
3147,32,Veuf,1,1452.3,60648.25,23,CDD,11.69,33615.4,36,0,820,0
3148,38,Veuf,2,2473.37,138464.3,7,CDI,21.78,11048.56,60,0,535,0
3149,27,Divorcé,0,1105.95,96847.11,28,CDD,25.37,1000.0,60,0,327,0
3150,40,Célibataire,0,2735.24,54448.62,21,Indépendant,55.93,35640.88,36,0,729,0
3151,75,Marié,0,3705.96,92757.23,29,CDI,40.51,1000.0,60,2,342,0
3152,73,Marié,0,3498.74,14303.88,24,CDI,12.19,1000.0,48,0,595,0
3153,56,Marié,0,2891.35,38876.59,19,CDI,12.34,26726.64,48,0,717,0
3154,22,Célibataire,0,2758.51,44003.24,9,Retraité,65.45,32724.61,240,1,553,0
3155,18,Marié,3,2385.23,42434.78,0,CDI,34.61,22080.62,180,0,808,0
3156,30,Marié,0,4660.44,84146.26,9,CDD,5.85,1000.0,120,2,470,0
3157,38,Célibataire,3,2286.0,94130.25,17,CDI,18.51,1000.0,60,0,326,0
3158,43,Marié,3,1183.31,81347.21,16,Indépendant,6.81,18309.8,48,0,408,0
3159,67,Célibataire,1,3262.97,24951.22,3,CDI,28.05,42462.83,120,0,480,0
3160,62,Célibataire,1,2961.03,77184.38,24,CDD,32.48,40556.42,48,0,679,0
3161,38,Célibataire,0,1395.88,98548.31,26,CDD,49.59,21187.79,180,0,878,0
3162,70,Célibataire,1,2103.04,79040.74,21,CDI,10.9,13947.98,60,1,491,0
3163,35,Célibataire,2,2669.06,0.0,12,CDI,21.23,1000.0,240,0,359,0
3164,54,Divorcé,4,1935.38,11279.4,29,Retraité,35.12,13704.1,240,1,381,0
3165,62,Marié,1,3417.52,72341.86,29,CDI,40.52,7048.58,60,0,517,0
3166,49,Marié,1,1722.01,96536.98,21,CDI,47.2,38342.01,300,1,315,0
3167,53,Célibataire,1,2248.61,10868.03,5,Indépendant,2.39,20298.5,120,0,381,0
3168,34,Marié,1,2078.78,49798.53,0,CDD,32.83,11995.27,120,1,756,0
3169,52,Marié,2,2950.58,51769.39,0,CDI,37.4,15984.0,24,0,888,0
3170,66,Marié,2,3132.67,9711.99,2,CDI,42.65,18420.15,300,0,503,0
3171,28,Marié,1,2949.06,61319.35,4,CDI,29.28,26387.11,24,0,875,0
3172,38,Divorcé,1,800.0,65755.5,17,CDI,37.39,42680.01,48,1,483,0
3173,69,Divorcé,1,2663.15,56811.62,26,CDI,51.83,5061.89,36,0,496,0
3174,72,Marié,1,2977.28,89895.94,11,Indépendant,27.79,1000.0,24,1,439,0
3175,70,Célibataire,2,3092.23,48407.08,0,Indépendant,32.2,3107.83,300,1,332,1
3176,43,Marié,1,2322.53,78310.68,8,Indépendant,29.02,16079.78,60,0,621,0
3177,21,Marié,0,2523.58,67173.66,26,Indépendant,24.82,12643.64,12,1,724,0
3178,51,Marié,0,1931.35,76464.12,16,Retraité,10.07,2627.24,36,1,652,0
3179,69,Marié,0,3777.96,31299.32,28,CDD,24.92,59951.77,48,0,314,0
3180,65,Marié,1,1158.52,71468.2,12,CDD,40.53,36663.76,12,0,422,0
3181,35,Marié,0,2951.65,96559.41,13,CDI,39.67,8101.08,36,0,391,0
3182,57,Célibataire,1,1504.85,87516.36,26,CDI,28.94,19708.22,12,0,869,0
3183,52,Célibataire,0,2020.43,99205.02,10,CDI,30.1,32336.8,36,2,574,0
3184,58,Célibataire,2,2460.67,57723.17,29,CDD,3.26,28580.64,60,1,409,0
3185,46,Divorcé,0,800.0,114101.67,10,CDI,46.54,23241.65,300,0,818,0
3186,69,Marié,1,1106.83,38637.63,3,Indépendant,0.0,6757.21,120,1,696,0
3187,46,Marié,4,898.7,39997.9,8,CDI,10.31,30276.98,120,1,759,0
3188,55,Marié,3,2926.0,120195.95,25,CDI,30.06,29121.01,300,0,373,0
3189,59,Marié,1,3523.57,68689.41,17,Retraité,38.57,20533.6,180,1,796,0
3190,38,Divorcé,4,904.1,86531.58,25,CDI,52.4,12859.76,60,1,378,0
3191,59,Marié,0,2322.03,0.0,18,CDD,44.59,20290.32,180,1,722,0
3192,30,Marié,2,2774.53,64591.06,3,CDI,40.87,19766.11,60,0,457,0
3193,66,Marié,1,2770.33,61175.77,11,CDI,36.37,1000.0,12,1,588,0
3194,58,Célibataire,2,4508.61,73198.48,17,Indépendant,0.0,4936.94,120,0,768,0
3195,34,Marié,1,2653.59,72267.84,17,Indépendant,37.03,11122.23,180,0,482,0
3196,73,Marié,0,1571.93,36562.4,27,Indépendant,46.33,11431.64,300,0,877,0
3197,26,Célibataire,1,3248.76,148025.33,5,CDI,7.41,1000.0,24,0,446,0
3198,58,Marié,0,4091.26,18592.38,26,Indépendant,32.88,1000.0,60,0,341,0
3199,18,Marié,2,1198.29,40597.68,10,CDI,6.47,19904.67,180,0,326,0
3200,19,Veuf,1,3034.14,87580.06,25,CDI,41.58,34001.33,120,1,818,1
3201,65,Célibataire,2,2528.52,9808.18,4,Retraité,15.73,8126.97,120,0,851,0
3202,46,Marié,0,1547.11,48114.91,15,CDI,65.65,30940.86,36,1,748,0
3203,50,Marié,1,1861.48,81433.9,10,CDI,43.01,15955.93,48,4,623,0
3204,27,Célibataire,1,4091.63,31855.2,4,CDI,32.63,36292.78,300,1,699,0
3205,67,Marié,0,3272.62,23325.48,8,Indépendant,30.49,24720.06,36,1,882,0
3206,75,Célibataire,1,2925.16,67893.15,22,CDI,41.88,14098.47,180,0,348,0
3207,57,Célibataire,1,1008.1,57108.49,10,Indépendant,40.32,56466.44,12,0,620,0
3208,38,Célibataire,3,3174.26,25767.19,28,CDI,34.65,13439.4,36,0,427,0
3209,45,Célibataire,0,3616.3,56392.11,14,CDD,13.21,22100.52,240,1,492,0
3210,28,Marié,0,1134.12,49899.25,24,Retraité,41.81,32099.11,60,0,599,0
3211,72,Célibataire,0,2521.75,90097.0,16,CDI,22.16,7327.01,300,0,310,0
3212,51,Marié,0,3508.14,12077.05,17,Retraité,6.65,1136.43,180,1,358,0
3213,25,Marié,2,3373.31,17240.07,20,CDI,28.37,24545.33,60,0,475,0
3214,39,Marié,1,3139.97,40792.33,25,CDD,24.16,25177.15,60,1,413,1
3215,25,Divorcé,3,2544.39,39789.4,13,CDI,33.68,11126.3,48,1,864,0
3216,66,Marié,2,3585.66,88509.56,6,CDD,25.99,25730.48,180,0,348,0
3217,32,Marié,3,2661.26,56595.0,23,CDD,21.23,29232.22,12,0,449,0
3218,34,Célibataire,2,3052.52,76697.81,22,Indépendant,37.62,6097.97,48,0,394,0
3219,40,Marié,2,2843.29,107769.43,15,CDI,38.25,34474.51,240,0,472,0
3220,41,Marié,2,1436.85,18013.59,8,Retraité,4.6,4800.11,300,0,783,0
3221,62,Célibataire,4,1578.37,108176.88,26,CDI,25.98,31549.42,60,0,314,0
3222,36,Célibataire,0,1048.0,51355.44,2,CDI,32.61,45208.8,180,0,631,0
3223,22,Célibataire,3,2117.63,0.0,26,CDI,16.85,25346.25,180,2,819,0
3224,49,Marié,0,3311.85,59652.83,20,CDI,36.68,11307.21,180,0,381,0
3225,61,Marié,3,2838.97,0.0,15,CDI,30.33,37332.51,180,1,568,0
3226,18,Marié,0,2467.51,0.0,27,CDI,27.43,20692.46,240,1,430,0
3227,40,Célibataire,3,3858.89,10387.1,21,CDI,19.78,22604.35,24,0,471,0
3228,54,Marié,1,2196.71,47246.33,29,Indépendant,24.05,37110.73,60,1,772,0
3229,25,Célibataire,5,3058.92,150.55,25,CDD,46.05,53513.34,180,2,710,0
3230,30,Célibataire,1,2159.08,100817.27,6,CDI,50.59,31975.25,36,0,826,0
3231,25,Marié,1,1002.6,94878.44,27,CDI,17.82,27270.46,120,0,680,0
3232,74,Célibataire,1,1747.45,154154.63,6,CDI,27.38,9569.26,120,2,785,0
3233,40,Célibataire,0,1720.83,46917.05,19,CDI,15.67,22212.42,36,0,413,0
3234,60,Célibataire,0,1078.5,30887.47,0,CDI,28.76,34398.0,120,1,355,0
3235,18,Marié,2,2347.86,58780.81,7,Indépendant,33.87,22424.16,12,1,523,0
3236,62,Divorcé,0,1757.91,84740.46,25,CDD,30.97,45741.63,12,1,434,0
3237,68,Marié,2,3997.5,101837.73,0,Indépendant,0.0,49773.48,180,1,892,0
3238,41,Marié,0,2265.74,25907.27,11,Retraité,48.31,43922.09,120,0,500,0
3239,52,Célibataire,1,1662.94,90392.18,29,CDI,22.77,32609.6,180,0,658,0
3240,41,Marié,0,1412.06,90161.57,16,CDI,11.68,8386.09,12,0,585,0
3241,34,Marié,1,1378.33,168458.5,24,CDD,17.35,10216.23,24,0,598,0
3242,22,Célibataire,1,3377.63,106675.03,28,CDI,45.85,18151.38,60,0,345,0
3243,37,Célibataire,1,3465.06,125132.74,25,CDI,40.67,3997.17,36,0,421,0
3244,38,Célibataire,1,800.0,129697.59,9,Indépendant,29.27,19348.89,60,2,899,0
3245,57,Marié,0,4663.02,23690.37,27,Indépendant,28.98,12382.9,120,0,456,0
3246,75,Célibataire,0,2576.96,19605.47,18,CDI,10.95,26937.56,120,0,701,0
3247,48,Marié,2,3522.23,90043.95,8,CDI,45.01,15007.67,24,0,728,0
3248,63,Célibataire,1,1697.55,35808.74,9,CDD,43.73,30590.94,24,0,656,0
3249,53,Célibataire,2,1515.75,81429.21,10,Indépendant,49.48,4061.23,12,0,466,0
3250,28,Marié,2,2251.63,47227.5,9,CDI,33.04,1000.0,240,0,594,0
3251,69,Marié,0,2875.19,66590.92,29,CDI,47.9,15758.27,180,1,608,0
3252,32,Célibataire,0,2718.95,63464.66,27,CDI,16.54,33620.49,180,4,757,0
3253,36,Célibataire,1,3669.41,79105.21,29,CDI,31.0,26627.46,12,2,669,0
3254,24,Célibataire,1,800.0,2862.51,16,CDD,43.91,20929.96,180,0,453,0
3255,68,Célibataire,0,3407.08,0.0,6,Indépendant,40.96,34492.93,120,1,787,0
3256,45,Célibataire,0,3013.91,46320.0,4,Indépendant,54.17,29685.01,24,1,378,0
3257,68,Veuf,0,2812.13,54772.87,27,CDI,20.79,43912.97,120,4,463,0
3258,60,Marié,0,1152.92,117127.58,27,CDD,42.86,16200.69,24,1,637,0
3259,75,Marié,2,1701.53,67291.76,19,CDI,11.99,29353.0,60,0,805,0
3260,22,Célibataire,0,3137.89,59754.84,26,CDI,2.66,35253.37,120,0,799,0
3261,22,Célibataire,2,800.0,40007.39,11,Indépendant,35.55,12826.93,24,0,709,1
3262,47,Célibataire,1,800.0,70838.52,4,CDI,56.74,28417.65,120,1,443,1
3263,71,Marié,1,2959.52,40830.76,29,CDI,52.14,37178.14,120,1,612,0
3264,49,Marié,1,3062.32,2685.43,0,CDD,17.0,26890.53,24,0,383,0
3265,25,Célibataire,1,1754.86,92819.96,9,CDI,29.98,1000.0,240,0,446,0
3266,27,Marié,2,1751.99,30198.84,6,CDI,13.27,32929.22,60,1,303,0
3267,55,Marié,3,3451.4,33012.45,26,CDI,32.17,32587.99,60,1,338,0
3268,64,Célibataire,1,3386.84,0.0,11,CDI,39.57,1000.0,36,1,533,0
3269,49,Célibataire,1,2160.26,65269.97,1,CDI,24.29,24050.97,300,0,860,0
3270,65,Marié,1,1271.77,118414.88,29,CDD,33.72,30461.18,120,0,414,0
3271,45,Marié,0,3975.11,0.0,27,CDD,19.67,35931.7,120,0,486,0
3272,34,Célibataire,0,1213.04,0.0,8,Indépendant,21.1,16696.56,120,1,844,0
3273,48,Célibataire,1,3175.96,66193.01,4,CDI,15.87,23745.77,60,0,748,0
3274,25,Marié,3,3700.36,60643.9,4,Indépendant,16.83,1000.0,60,1,872,0
3275,57,Célibataire,2,2493.27,31059.07,13,CDI,56.31,35321.27,120,2,877,0
3276,42,Marié,2,1911.3,27884.27,18,CDD,38.13,9758.14,36,0,730,0
3277,26,Marié,0,885.81,61675.94,25,CDI,2.59,28683.13,120,1,484,0
3278,19,Célibataire,2,2562.38,0.0,17,Retraité,36.61,3318.42,60,1,378,0
3279,32,Célibataire,1,1037.16,0.0,7,CDI,37.36,28147.99,36,1,341,0
3280,67,Marié,1,2806.78,9626.85,28,CDD,57.63,23018.96,180,0,809,0
3281,20,Célibataire,1,800.0,34378.9,24,CDI,11.93,17267.62,24,3,785,0
3282,66,Célibataire,1,823.23,35455.74,2,CDD,38.68,1000.0,48,1,842,0
3283,53,Marié,1,2631.49,0.0,27,CDI,28.57,5241.43,36,0,546,0
3284,21,Célibataire,2,3339.67,0.0,13,CDD,33.82,23905.09,60,1,532,0
3285,31,Marié,2,2215.67,73053.03,10,Indépendant,40.15,2426.55,180,1,869,1
3286,58,Célibataire,1,3550.71,70298.27,28,Indépendant,0.0,17743.23,48,0,397,0
3287,58,Marié,1,1939.02,84594.79,7,CDI,38.03,10246.94,36,1,829,0
3288,42,Célibataire,1,4677.69,70954.51,21,CDI,38.55,36221.01,120,0,821,0
3289,75,Veuf,0,1169.2,45794.53,11,CDD,34.01,1000.0,120,0,604,0
3290,72,Marié,1,1787.05,11057.07,10,Indépendant,13.98,12525.8,300,0,318,0
3291,67,Célibataire,1,3851.27,10541.98,8,Indépendant,27.91,17151.99,120,0,427,0
3292,27,Marié,2,2241.68,16051.38,25,Indépendant,51.27,38641.53,120,0,431,0
3293,38,Célibataire,0,3449.63,82921.29,3,Indépendant,29.39,27695.82,60,0,381,0
3294,53,Marié,0,1177.92,71140.06,18,CDD,41.89,34308.0,48,0,857,0
3295,29,Marié,2,1547.49,11363.23,6,CDI,37.77,14144.81,300,0,316,0
3296,44,Marié,1,3097.98,65142.21,16,Indépendant,47.18,18874.79,180,0,327,0
3297,57,Célibataire,1,1062.29,75099.02,15,CDI,54.49,18445.32,60,0,839,0
3298,19,Marié,1,1286.73,70493.74,18,CDI,0.0,22353.56,120,2,393,1
3299,71,Célibataire,1,2388.75,85791.98,22,CDD,20.19,32348.46,300,1,303,0
3300,30,Marié,2,3817.78,52002.03,11,CDD,30.64,28798.54,60,0,784,0
3301,70,Marié,0,2867.19,39452.69,6,CDI,61.77,46589.34,300,0,805,0
3302,49,Célibataire,0,2291.74,52942.44,24,CDI,46.47,34716.44,120,0,662,0
3303,48,Célibataire,1,2664.6,90608.49,13,CDI,38.21,21547.58,240,0,869,0
3304,33,Marié,1,800.0,80349.49,25,CDI,38.47,8954.37,180,0,386,0
3305,49,Marié,2,1920.16,53779.82,24,CDI,15.58,28735.11,36,2,378,0
3306,49,Célibataire,1,2940.92,95915.26,10,Indépendant,38.39,1000.0,120,0,814,0
3307,51,Célibataire,2,2737.1,124289.87,10,CDI,6.56,9508.64,300,0,477,0
3308,28,Marié,0,3111.67,152365.56,6,CDD,32.46,22561.81,60,0,610,0
3309,27,Célibataire,4,3201.49,151803.98,10,CDI,37.46,37442.6,60,0,524,0
3310,32,Célibataire,1,2726.5,178607.08,29,CDI,43.8,16840.96,36,0,870,0
3311,34,Célibataire,1,800.0,103965.08,2,CDI,7.95,25144.84,120,0,324,1
3312,57,Célibataire,0,2836.46,0.0,14,CDI,24.84,12175.17,48,0,891,0
3313,35,Marié,3,2013.35,58487.0,2,Indépendant,11.35,52112.74,180,1,837,0
3314,72,Veuf,1,2113.41,0.0,29,Indépendant,49.98,34596.88,48,3,704,0
3315,26,Marié,2,2127.93,117052.47,20,CDI,56.05,23644.32,180,0,321,0
3316,42,Célibataire,2,2791.78,37485.97,8,Indépendant,43.81,31876.96,60,0,723,0
3317,57,Marié,0,1030.17,67887.46,16,CDI,11.5,13120.99,240,0,858,0
3318,31,Marié,2,800.0,44165.52,16,CDI,29.64,14327.98,120,1,510,0
3319,75,Célibataire,2,1261.91,121937.95,24,CDD,38.45,34908.05,240,0,583,0
3320,42,Divorcé,0,3419.54,2586.55,11,CDI,34.21,31101.58,48,0,504,0
3321,67,Marié,3,2062.83,78275.21,6,CDI,38.15,28841.41,240,0,607,0
3322,39,Veuf,0,3005.49,8286.38,10,CDI,33.27,1398.4,48,0,770,0
3323,69,Marié,2,2979.94,0.0,28,Retraité,34.14,30334.88,240,1,520,0
3324,47,Marié,2,2896.77,57503.19,13,Indépendant,14.99,33612.97,240,1,311,0
3325,37,Célibataire,0,3026.69,1027.45,19,Retraité,43.02,31854.07,48,1,323,1
3326,38,Marié,2,1977.73,0.0,0,CDI,3.64,34605.6,120,2,436,1
3327,61,Célibataire,1,3168.81,0.0,5,CDD,43.88,25481.32,60,0,665,0
3328,49,Marié,1,2881.84,34435.93,24,CDD,0.0,43069.67,60,1,652,0
3329,68,Marié,1,913.82,87327.58,21,Indépendant,47.94,39453.64,12,1,718,0
